Duration,sex,age,race,race_8_TEXT,pid1,ideo,pol_interest,pres_approval,state,educ,affective_Dem,affective_Rep,china_frenemy,china_threat,china_opp,tool_diplomacy,tool_sanction,tool_assist_c,tool_covertAction,tool_milthreat,tool_milforce,gender,age,hhi,ethnicity,hispanic,education,political_party,region
152,Male,23,Black or African American,,Independent / Other,Extremely liberal,Very interested,Disapprove Strongly,Texas,2-year college degree,85,65,Ally,Agree Slightly,Disagree Somewhat,Somewhat Acceptable,Somewhat Unacceptable,Very Acceptable,Somewhat Unacceptable,Somewhat Acceptable,Somewhat Acceptable,1,23,3,2,1,4,3,3
173,Female,39,White,,Republican,Slightly conservative,Moderately interested,Approve Strongly,South Dakota,"Some college, but no degree (yet)",95,83,Ally,Agree Slightly,Neither Agree nor Disagree,Very Acceptable,Somewhat Acceptable,Very Acceptable,Somewhat Acceptable,Very Acceptable,Somewhat Acceptable,2,39,22,1,1,4,9,2
268,Male,21,Hispanic or Latino,,Independent / Other,"Moderate, middle of the road",Moderately interested,Neither Approve nor Disapprove,Connecticut,High school graduate,53,51,Unfriendly,Neither Agree nor Disagree,Neither Agree nor Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,1,21,1,15,2,2,4,1
265,Female,20,Asian or Asian American,,Democrat,Slightly conservative,Moderately interested,Disapprove Somewhat,Michigan,Did not graduate from high school,12,62,Friendly,Disagree Somewhat,Disagree Slightly,Very Unacceptable,Somewhat Acceptable,Neutral,Somewhat Acceptable,Neutral,Somewhat Acceptable,2,19,1,5,1,2,1,2
393,Female,32,Hispanic or Latino,,Independent / Other,"Moderate, middle of the road",Slightly interested,Disapprove Somewhat,Nevada,High school graduate,50,50,Friendly,Neither Agree nor Disagree,Agree Slightly,Somewhat Acceptable,Somewhat Unacceptable,Very Unacceptable,Somewhat Unacceptable,Very Unacceptable,Somewhat Unacceptable,2,32,10,15,2,2,7,4
418,Female,21,White,,Independent / Other,Slightly conservative,Slightly interested,Disapprove Somewhat,Pennsylvania,"Some college, but no degree (yet)",27,41,Friendly,Agree Slightly,Agree Somewhat,Somewhat Acceptable,Neutral,Somewhat Unacceptable,Somewhat Acceptable,Somewhat Unacceptable,Somewhat Unacceptable,2,21,5,1,1,4,5,1
683,Female,63,White,,Independent / Other,Extremely liberal,Slightly interested,Disapprove Strongly,California,"Some college, but no degree (yet)",50,50,Friendly,Disagree Somewhat,Agree Strongly,Very Acceptable,Somewhat Unacceptable,Very Unacceptable,Very Unacceptable,Very Unacceptable,Very Unacceptable,2,63,3,1,1,4,4,4
556,Female,45,White,,Democrat,Extremely liberal,Extremely interested,Disapprove Strongly,California,"Postgraduate degree (MA, MBA, MD, JD, PhD, etc.)",100,0,Unfriendly,Agree Somewhat,Agree Strongly,Very Acceptable,Very Unacceptable,Somewhat Acceptable,Very Unacceptable,Very Unacceptable,Very Unacceptable,2,45,5,1,1,7,1,4
349,Female,68,White,,Republican,Conservative,Very interested,Approve Strongly,New York,High school graduate,6,96,Unfriendly,Agree Somewhat,Agree Slightly,Somewhat Acceptable,Somewhat Acceptable,Neutral,Somewhat Unacceptable,Very Unacceptable,Very Unacceptable,2,68,4,1,1,2,10,1
387,Female,50,White,,Democrat,Extremely liberal,Extremely interested,Approve Strongly,Wisconsin,High school graduate,100,0,Unfriendly,Agree Strongly,Agree Strongly,Very Acceptable,Very Acceptable,Very Acceptable,Very Acceptable,Very Acceptable,Very Acceptable,2,49,1,1,1,2,1,2
435,Female,18,Some other race – Type in race,"White, asian, Native american",Democrat,"Moderate, middle of the road",Moderately interested,Disapprove Somewhat,California,4-year college degree,42,26,Unfriendly,Agree Slightly,Neither Agree nor Disagree,Somewhat Acceptable,Neutral,Somewhat Unacceptable,Somewhat Acceptable,Neutral,Neutral,2,18,1,15,1,-3105,5,4
736,Female,64,White,,Republican,Liberal,Moderately interested,Neither Approve nor Disapprove,California,2-year college degree,61,81,Unfriendly,Agree Somewhat,Neither Agree nor Disagree,Somewhat Acceptable,Neutral,Very Unacceptable,Neutral,Neutral,Somewhat Acceptable,2,64,9,1,2,5,9,4
583,Female,28,Hispanic or Latino,,Democrat,"Moderate, middle of the road",Moderately interested,Disapprove Strongly,Texas,"Some college, but no degree (yet)",94,63,Unfriendly,Agree Strongly,Agree Slightly,Very Acceptable,Somewhat Unacceptable,Somewhat Unacceptable,Neutral,Somewhat Unacceptable,Somewhat Unacceptable,2,28,4,15,2,6,2,3
468,Female,30,White,,Republican,Slightly conservative,Very interested,Approve Strongly,New Jersey,4-year college degree,20,80,Friendly,Disagree Slightly,Agree Somewhat,Very Acceptable,Somewhat Acceptable,Somewhat Unacceptable,Neutral,Very Unacceptable,Neutral,2,30,3,1,1,6,9,1
481,Female,20,White,,Independent / Other,"Moderate, middle of the road",Extremely interested,Disapprove Somewhat,Indiana,High school graduate,30,30,Unfriendly,Agree Strongly,Disagree Somewhat,Very Acceptable,Somewhat Unacceptable,Very Unacceptable,Very Unacceptable,Neutral,Very Acceptable,2,20,13,1,1,2,4,2
344,Male,65,White,,Independent / Other,Extremely liberal,Very interested,Disapprove Strongly,New Mexico,2-year college degree,63,9,Friendly,Disagree Strongly,Agree Somewhat,Very Acceptable,Very Unacceptable,Very Unacceptable,Very Unacceptable,Very Unacceptable,Very Unacceptable,1,65,2,1,1,4,3,4
135,Male,18,White,,Democrat,Liberal,Very interested,Approve Somewhat,Georgia,High school graduate,58,68,Friendly,Agree Slightly,Neither Agree nor Disagree,Somewhat Unacceptable,Very Acceptable,Somewhat Acceptable,Neutral,Neutral,Somewhat Unacceptable,1,18,4,2,1,2,10,3
435,Female,48,White,,Republican,Conservative,Moderately interested,Approve Strongly,Tennessee,High school graduate,23,83,Friendly,Agree Slightly,Agree Slightly,Very Acceptable,Somewhat Acceptable,Neutral,Very Unacceptable,Neutral,Neutral,2,48,18,1,1,2,9,3
531,Female,48,Black or African American,,Democrat,Liberal,Not interested at all,Disapprove Strongly,Missouri,"Some college, but no degree (yet)",27,16,Friendly,Disagree Slightly,Neither Agree nor Disagree,Very Acceptable,Somewhat Unacceptable,Somewhat Unacceptable,Neutral,Very Unacceptable,Very Unacceptable,2,48,1,16,1,6,2,2
509,Female,38,White,,Democrat,"Moderate, middle of the road",Slightly interested,Disapprove Strongly,Missouri,High school graduate,100,0,Unfriendly,Agree Strongly,Agree Somewhat,Very Acceptable,Somewhat Unacceptable,Very Unacceptable,Somewhat Unacceptable,Very Unacceptable,Very Unacceptable,2,38,8,1,1,2,1,2
371,Male,23,White,,Republican,Extremely conservative,Extremely interested,Approve Strongly,North Dakota,"Some college, but no degree (yet)",0,70,Enemy,Agree Strongly,Neither Agree nor Disagree,Very Acceptable,Very Acceptable,Very Unacceptable,Very Acceptable,Very Acceptable,Very Acceptable,1,23,6,1,1,4,10,2
567,Female,45,White,,Democrat,"Moderate, middle of the road",Slightly interested,Approve Strongly,Louisiana,4-year college degree,82,31,Unfriendly,Agree Strongly,Neither Agree nor Disagree,Neutral,Neutral,Very Unacceptable,Neutral,Neutral,Neutral,2,45,10,1,1,6,2,3
511,Female,59,Black or African American,,Democrat,"Moderate, middle of the road",Moderately interested,Disapprove Strongly,Indiana,High school graduate,98,1,Enemy,Agree Strongly,Agree Slightly,Neutral,Somewhat Unacceptable,Very Unacceptable,Somewhat Unacceptable,Somewhat Unacceptable,Somewhat Unacceptable,2,59,4,2,1,2,2,2
539,Female,53,Black or African American,,Democrat,Liberal,Extremely interested,Disapprove Strongly,New York,"Postgraduate degree (MA, MBA, MD, JD, PhD, etc.)",100,45,Friendly,Neither Agree nor Disagree,Agree Slightly,Somewhat Acceptable,Neutral,Somewhat Unacceptable,Somewhat Acceptable,Somewhat Unacceptable,Neutral,2,53,19,2,1,7,1,1
1551,Female,61,Black or African American,,Republican,Conservative,Very interested,Approve Strongly,Texas,High school graduate,5,90,Ally,Agree Slightly,Agree Somewhat,Very Acceptable,Somewhat Acceptable,Very Unacceptable,Very Unacceptable,Very Unacceptable,Somewhat Unacceptable,2,61,2,1,1,2,10,3
564,Female,25,Black or African American,,Democrat,Extremely conservative,Moderately interested,Disapprove Strongly,Illinois,2-year college degree,62,15,Enemy,Agree Strongly,Disagree Strongly,Somewhat Acceptable,Somewhat Acceptable,Somewhat Acceptable,Somewhat Acceptable,Very Acceptable,Somewhat Acceptable,2,25,6,2,1,4,1,2
634,Male,62,White,,Republican,Extremely conservative,Very interested,Approve Strongly,Texas,4-year college degree,0,76,Unfriendly,Agree Somewhat,Agree Somewhat,Very Acceptable,Somewhat Acceptable,Somewhat Acceptable,Somewhat Acceptable,Somewhat Acceptable,Somewhat Unacceptable,1,62,22,1,1,6,10,3
431,Male,46,Hispanic or Latino,,Independent / Other,"Moderate, middle of the road",Moderately interested,Disapprove Somewhat,Virginia,"Some college, but no degree (yet)",73,19,Friendly,Agree Slightly,Neither Agree nor Disagree,Somewhat Acceptable,Neutral,Somewhat Unacceptable,Somewhat Acceptable,Neutral,Neutral,1,46,12,15,2,6,3,3
643,Female,51,White,,Republican,Conservative,Slightly interested,Approve Somewhat,Georgia,"Postgraduate degree (MA, MBA, MD, JD, PhD, etc.)",8,87,Unfriendly,Agree Somewhat,Neither Agree nor Disagree,Very Acceptable,Somewhat Unacceptable,Neutral,Somewhat Unacceptable,Somewhat Unacceptable,Somewhat Acceptable,2,51,21,1,1,7,10,3
568,Female,37,Some other race – Type in race,Basque and portugese,Independent / Other,Liberal,Slightly interested,Disapprove Strongly,Washington,"Some college, but no degree (yet)",93,21,Unfriendly,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Unacceptable,Somewhat Acceptable,Somewhat Unacceptable,Very Unacceptable,Neutral,Neutral,2,37,6,15,15,6,3,4
456,Female,32,White,,Independent / Other,"Moderate, middle of the road",Moderately interested,Neither Approve nor Disapprove,Michigan,Did not graduate from high school,50,50,Unfriendly,Neither Agree nor Disagree,Neither Agree nor Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,2,32,1,1,1,1,7,2
316,Male,30,Hispanic or Latino,,Republican,Slightly conservative,Very interested,Approve Somewhat,Illinois,"Postgraduate degree (MA, MBA, MD, JD, PhD, etc.)",24,82,Unfriendly,Agree Slightly,Agree Slightly,Somewhat Acceptable,Somewhat Acceptable,Somewhat Unacceptable,Neutral,Somewhat Acceptable,Somewhat Acceptable,1,30,17,15,2,7,9,2
189,Female,39,White,,Independent / Other,"Moderate, middle of the road",Not interested at all,Disapprove Strongly,Oregon,High school graduate,80,86,Unfriendly,Neither Agree nor Disagree,Neither Agree nor Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,2,39,1,1,1,2,7,4
1292,Female,21,Black or African American,,Democrat,"Moderate, middle of the road",Slightly interested,Neither Approve nor Disapprove,Illinois,"Some college, but no degree (yet)",60,40,Unfriendly,Agree Somewhat,Disagree Somewhat,Very Acceptable,Very Acceptable,Very Unacceptable,Somewhat Acceptable,Somewhat Unacceptable,Neutral,2,21,5,2,1,6,6,2
448,Female,39,Asian or Asian American,,Republican,Extremely conservative,Very interested,Approve Strongly,Florida,4-year college degree,100,100,Unfriendly,Neither Agree nor Disagree,Neither Agree nor Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,2,39,7,6,1,6,10,3
1231,Female,68,Black or African American,,Democrat,"Moderate, middle of the road",Slightly interested,Disapprove Strongly,North Carolina,High school graduate,90,50,Enemy,Agree Strongly,Disagree Strongly,Very Acceptable,Somewhat Acceptable,Very Unacceptable,Somewhat Acceptable,Neutral,Neutral,2,68,6,2,1,2,1,3
562,Female,55,White,,Independent / Other,Slightly liberal,Moderately interested,Disapprove Strongly,Illinois,Did not graduate from high school,100,100,Enemy,Agree Strongly,Neither Agree nor Disagree,Somewhat Acceptable,Somewhat Acceptable,Very Unacceptable,Neutral,Neutral,Neutral,2,55,5,1,1,3,5,2
415,Female,26,White,,Republican,Conservative,Very interested,Approve Strongly,California,"Postgraduate degree (MA, MBA, MD, JD, PhD, etc.)",14,86,Ally,Agree Somewhat,Agree Somewhat,Very Acceptable,Very Acceptable,Somewhat Unacceptable,Very Unacceptable,Very Acceptable,Very Acceptable,2,26,20,1,2,7,10,4
510,Female,30,White,,Democrat,"Moderate, middle of the road",Slightly interested,Disapprove Strongly,Kentucky,"Some college, but no degree (yet)",100,12,Friendly,Neither Agree nor Disagree,Neither Agree nor Disagree,Very Acceptable,Neutral,Somewhat Unacceptable,Somewhat Unacceptable,Neutral,Somewhat Unacceptable,2,31,3,16,2,2,2,3
383,Female,49,White,,Democrat,"Moderate, middle of the road",Slightly interested,Disapprove Somewhat,Kentucky,High school graduate,100,33,Unfriendly,Agree Somewhat,Disagree Somewhat,Very Acceptable,Somewhat Acceptable,Somewhat Unacceptable,Somewhat Unacceptable,Somewhat Acceptable,Somewhat Acceptable,2,49,1,1,1,2,2,3
773,Female,38,White,,Democrat,Extremely liberal,Very interested,Disapprove Strongly,Massachusetts,"Some college, but no degree (yet)",90,26,Friendly,Disagree Somewhat,Agree Somewhat,Very Acceptable,Somewhat Unacceptable,Very Unacceptable,Very Unacceptable,Very Unacceptable,Somewhat Unacceptable,2,37,3,2,1,6,1,1
577,Female,70,White,,Republican,Slightly conservative,Very interested,Disapprove Strongly,Florida,"Postgraduate degree (MA, MBA, MD, JD, PhD, etc.)",25,81,Enemy,Agree Strongly,Agree Slightly,Somewhat Acceptable,Somewhat Acceptable,Somewhat Acceptable,Somewhat Acceptable,Somewhat Unacceptable,Very Unacceptable,2,70,1,1,1,7,9,3
379,Female,39,White,,Democrat,Extremely liberal,Extremely interested,Disapprove Strongly,Arizona,4-year college degree,100,0,Unfriendly,Agree Slightly,Agree Slightly,Somewhat Acceptable,Somewhat Unacceptable,Very Unacceptable,Very Unacceptable,Very Unacceptable,Very Unacceptable,2,39,14,1,1,6,1,4
495,Female,21,White,,Republican,Conservative,Moderately interested,Approve Somewhat,Kentucky,"Some college, but no degree (yet)",25,85,Unfriendly,Agree Slightly,Neither Agree nor Disagree,Somewhat Acceptable,Neutral,Neutral,Neutral,Somewhat Acceptable,Somewhat Acceptable,2,21,9,1,1,4,10,3
337,Female,23,Some other race – Type in race,N/a,Republican,"Moderate, middle of the road",Slightly interested,Disapprove Somewhat,Indiana,"Some college, but no degree (yet)",51,52,Friendly,Neither Agree nor Disagree,Neither Agree nor Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,2,23,-3105,16,15,4,9,2
1463,Female,60,White,,Republican,Conservative,Very interested,Approve Strongly,Oklahoma,"Postgraduate degree (MA, MBA, MD, JD, PhD, etc.)",10,85,Unfriendly,Agree Somewhat,Agree Somewhat,Very Acceptable,Very Acceptable,Neutral,Very Unacceptable,Somewhat Acceptable,Somewhat Acceptable,2,60,1,1,1,7,10,3
284,Male,33,White,,Republican,Extremely conservative,Very interested,Approve Somewhat,Arizona,"Some college, but no degree (yet)",19,84,Enemy,Agree Strongly,Agree Slightly,Very Acceptable,Very Acceptable,Very Acceptable,Very Acceptable,Very Acceptable,Very Acceptable,1,33,5,1,1,6,10,4
347,Female,46,White,,Independent / Other,"Moderate, middle of the road",Very interested,Approve Strongly,Wisconsin,2-year college degree,20,65,Unfriendly,Disagree Somewhat,Neither Agree nor Disagree,Somewhat Acceptable,Somewhat Acceptable,Very Unacceptable,Somewhat Unacceptable,Somewhat Acceptable,Somewhat Acceptable,2,46,5,1,1,5,5,2
651,Female,36,Black or African American,,Democrat,Slightly liberal,Very interested,Disapprove Strongly,New York,"Some college, but no degree (yet)",83,26,Unfriendly,Agree Strongly,Agree Slightly,Very Acceptable,Somewhat Unacceptable,Somewhat Acceptable,Somewhat Unacceptable,Somewhat Acceptable,Neutral,2,36,4,15,1,2,1,1
266,Male,30,White,,Democrat,"Moderate, middle of the road",Slightly interested,Neither Approve nor Disapprove,Indiana,High school graduate,47,14,Ally,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Acceptable,Neutral,Somewhat Acceptable,Neutral,Somewhat Unacceptable,Neutral,1,30,-3105,1,1,2,2,2
439,Male,37,White,,Democrat,"Moderate, middle of the road",Not interested at all,Disapprove Strongly,Washington,High school graduate,75,35,Unfriendly,Agree Slightly,Neither Agree nor Disagree,Neutral,Somewhat Unacceptable,Very Unacceptable,Neutral,Neutral,Neutral,1,37,2,1,1,2,1,4
984,Male,54,White,,Independent / Other,Conservative,Very interested,Approve Somewhat,Missouri,"Some college, but no degree (yet)",10,30,Unfriendly,Agree Somewhat,Agree Somewhat,Very Acceptable,Very Acceptable,Somewhat Acceptable,Somewhat Unacceptable,Somewhat Acceptable,Very Unacceptable,1,54,8,1,1,2,5,2
176,Male,21,Hispanic or Latino,,Republican,Liberal,Moderately interested,Disapprove Somewhat,California,4-year college degree,63,43,Friendly,Disagree Somewhat,Neither Agree nor Disagree,Somewhat Acceptable,Somewhat Acceptable,Somewhat Unacceptable,Neutral,Somewhat Unacceptable,Somewhat Unacceptable,1,22,4,2,16,2,10,3
782,Female,42,White,,Independent / Other,Liberal,Not interested at all,Neither Approve nor Disapprove,Mississippi,High school graduate,17,22,Ally,Neither Agree nor Disagree,Neither Agree nor Disagree,Very Acceptable,Neutral,Somewhat Unacceptable,Very Unacceptable,Neutral,Neutral,2,42,2,1,1,2,7,3
328,Male,54,White,,Republican,Conservative,Very interested,Approve Strongly,Nevada,2-year college degree,3,81,Unfriendly,Agree Strongly,Disagree Slightly,Very Acceptable,Very Acceptable,Very Acceptable,Very Acceptable,Very Acceptable,Somewhat Acceptable,1,55,2,1,1,4,10,4
572,Female,38,White,,Republican,"Moderate, middle of the road",Not interested at all,Approve Strongly,Michigan,2-year college degree,20,100,Unfriendly,Agree Somewhat,Agree Slightly,Somewhat Acceptable,Neutral,Very Unacceptable,Very Unacceptable,Very Unacceptable,Very Unacceptable,2,38,4,1,1,5,10,2
555,Female,32,White,,Independent / Other,"Moderate, middle of the road",Moderately interested,Disapprove Strongly,North Carolina,Did not graduate from high school,26,25,Friendly,Disagree Slightly,Agree Somewhat,Very Acceptable,Very Unacceptable,Neutral,Neutral,Very Unacceptable,Very Unacceptable,2,32,1,1,1,1,7,3
612,Male,78,White,,Republican,Conservative,Moderately interested,Approve Somewhat,Georgia,"Some college, but no degree (yet)",0,71,Enemy,Agree Strongly,Agree Slightly,Very Acceptable,Very Acceptable,Somewhat Unacceptable,Somewhat Unacceptable,Somewhat Unacceptable,Somewhat Acceptable,1,78,6,1,1,6,9,3
